datetime,recordid,login,department,location,ClientIP,clientpublicIP,serverip,requestmethod,requestsize,responsesize,transactionsize,url,refererURL,host,urlcategory,urlsupercategory,urlclass,action,reason,respcode,useragent,threatname,threatcategory,threatclass,appname,appclass,pagerisk,filetype,dlpengine,dlpdictionaries,contenttype,proto,devicehostname,deviceowner,totaltime,cachehit
2024-03-14 11:05:10,2283,m.chen,Finance,HQ-SanFrancisco,10.12.7.88,198.51.100.84,93.184.78.11,GET,1598,83288,84886,https://github.com/search,,github.com,Professional Services,Information Technology,Business Use,Allowed,Allowed,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",,None,None,General Browsing,General Browsing,0,None,None,None,text/html,HTTPS,CHEN-LT-04,m.chen,2,TCP_HIT
2024-03-14 11:05:42,2025,s.patel,Marketing,HQ-SanFrancisco,10.12.4.102,198.51.100.26,93.184.109.163,GET,1667,11506,13173,https://aws.amazon.com/,,aws.amazon.com,Professional Services,Information Technology,Business Use,Allowed,Not Found,404,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",,None,None,General Browsing,General Browsing,0,None,None,None,text/html,HTTPS,PATEL-LT-26,s.patel,41,TCP_MISS
2024-03-14 11:05:44,1807,m.chen,Finance,HQ-SanFrancisco,10.12.7.88,198.51.100.8,93.184.116.236,GET,441,61114,61555,https://news.ycombinator.com/search,,news.ycombinator.com,News and Media,News,Business Use,Allowed,Allowed,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",,None,None,General Browsing,General Browsing,0,None,None,None,text/html,HTTPS,CHEN-LT-08,m.chen,5,TCP_HIT
2024-03-14 11:05:59,3139,j.okafor,Engineering,HQ-SanFrancisco,10.12.4.55,198.51.100.140,93.184.120.31,GET,412,138,550,https://cdn-telemetry-sync.net/v1/ping,,cdn-telemetry-sync.net,Uncategorized,Uncategorized,Business Use,Allowed,Allowed,200,curl/8.4.0,,None,None,General Browsing,General Browsing,40,None,None,None,text/html,HTTPS,OKAFOR-LT-20,j.okafor,28,TCP_MISS
2024-03-14 11:06:06,2312,l.novak,HR,HQ-SanFrancisco,10.12.9.14,198.51.100.113,93.184.84.40,GET,337,63387,63724,https://stackoverflow.com/api/v2/items,,stackoverflow.com,Professional Services,Information Technology,Business Use,Allowed,Allowed,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",,None,None,General Browsing,General Browsing,0,None,None,None,text/html,HTTPS,NOVAK-LT-33,l.novak,6,TCP_HIT
2024-03-14 11:06:13,2017,j.okafor,Engineering,HQ-SanFrancisco,10.12.4.55,198.51.100.18,93.184.106.185,GET,1833,68320,70153,https://news.ycombinator.com/api/v2/items,,news.ycombinator.com,News and Media,News,Business Use,Allowed,Allowed,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",,None,None,General Browsing,General Browsing,0,None,None,None,text/html,HTTPS,OKAFOR-LT-18,j.okafor,7,TCP_HIT
2024-03-14 11:06:23,2133,l.novak,HR,HQ-SanFrancisco,10.12.9.14,198.51.100.134,93.184.166.127,GET,2440,65055,67495,https://news.ycombinator.com/search,,news.ycombinator.com,News and Media,News,Business Use,Allowed,Allowed,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",,None,None,General Browsing,General Browsing,0,None,None,None,text/html,HTTPS,NOVAK-LT-14,l.novak,30,TCP_MISS
2024-03-14 11:06:34,1799,l.novak,HR,HQ-SanFrancisco,10.12.9.14,198.51.100.200,93.184.113.5,GET,1767,23995,25762,https://linkedin.com/search,,linkedin.com,Social Networking,Social,Business Use,Allowed,Allowed,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",,None,None,General Browsing,General Browsing,0,None,None,None,text/html,HTTPS,NOVAK-LT-40,l.novak,139,TCP_MISS
2024-03-14 11:06:36,1532,m.chen,Finance,HQ-SanFrancisco,10.12.7.88,198.51.100.133,93.184.153.173,GET,300,29980,30280,https://github.com/search,,github.com,Professional Services,Information Technology,Business Use,Allowed,Allowed,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",,None,None,General Browsing,General Browsing,0,None,None,None,text/html,HTTPS,CHEN-LT-13,m.chen,18,TCP_MISS
2024-03-14 11:06:37,2951,a.rivera,Engineering,HQ-SanFrancisco,10.12.4.31,198.51.100.152,93.184.121.121,GET,665,26472,27137,https://github.com/search,,github.com,Professional Services,Information Technology,Business Use,Allowed,Allowed,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",,None,None,General Browsing,General Browsing,0,None,None,None,text/html,HTTPS,RIVERA-LT-32,a.rivera,63,TCP_MISS
2024-03-14 11:06:59,3140,j.okafor,Engineering,HQ-SanFrancisco,10.12.4.55,198.51.100.141,93.184.111.228,GET,412,138,550,https://cdn-telemetry-sync.net/v1/ping,,cdn-telemetry-sync.net,Uncategorized,Uncategorized,Business Use,Allowed,Allowed,200,curl/8.4.0,,None,None,General Browsing,General Browsing,40,None,None,None,text/html,HTTPS,OKAFOR-LT-21,j.okafor,182,TCP_MISS
2024-03-14 11:07:07,1290,a.rivera,Engineering,HQ-SanFrancisco,10.12.4.31,198.51.100.91,93.184.116.229,GET,1354,48028,49382,https://outlook.office365.com/api/v2/items,,outlook.office365.com,Webmail,Business,Business Use,Allowed,Allowed,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",,None,None,General Browsing,General Browsing,0,None,None,None,text/html,HTTPS,RIVERA-LT-11,a.rivera,9,TCP_HIT
2024-03-14 11:07:21,2097,j.okafor,Engineering,HQ-SanFrancisco,10.12.4.55,198.51.100.98,93.184.130.64,GET,810,45011,45821,https://github.com/assets/app.js,,github.com,Professional Services,Information Technology,Business Use,Allowed,Allowed,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",,None,None,General Browsing,General Browsing,0,None,None,None,text/html,HTTPS,OKAFOR-LT-18,j.okafor,46,TCP_MISS
2024-03-14 11:07:40,1404,j.okafor,Engineering,HQ-SanFrancisco,10.12.4.55,198.51.100.5,93.184.40.20,GET,1915,12716,14631,https://stackoverflow.com/api/v2/items,,stackoverflow.com,Professional Services,Information Technology,Business Use,Allowed,Allowed,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",,None,None,General Browsing,General Browsing,0,None,None,None,text/html,HTTPS,OKAFOR-LT-05,j.okafor,4,TCP_HIT
2024-03-14 11:07:59,3141,j.okafor,Engineering,HQ-SanFrancisco,10.12.4.55,198.51.100.142,93.184.75.212,GET,412,138,550,https://cdn-telemetry-sync.net/v1/ping,,cdn-telemetry-sync.net,Uncategorized,Uncategorized,Business Use,Allowed,Allowed,200,curl/8.4.0,,None,None,General Browsing,General Browsing,40,None,None,None,text/html,HTTPS,OKAFOR-LT-22,j.okafor,36,TCP_MISS
2024-03-14 11:09:00,3142,j.okafor,Engineering,HQ-SanFrancisco,10.12.4.55,198.51.100.143,93.184.82.238,GET,412,138,550,https://cdn-telemetry-sync.net/v1/ping,,cdn-telemetry-sync.net,Uncategorized,Uncategorized,Business Use,Allowed,Allowed,200,curl/8.4.0,,None,None,General Browsing,General Browsing,40,None,None,None,text/html,HTTPS,OKAFOR-LT-23,j.okafor,77,TCP_MISS
2024-03-14 11:09:09,1374,j.okafor,Engineering,HQ-SanFrancisco,10.12.4.55,198.51.100.175,93.184.166.125,GET,816,68392,69208,https://aws.amazon.com/api/v2/items,,aws.amazon.com,Professional Services,Information Technology,Business Use,Allowed,Allowed,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",,None,None,General Browsing,General Browsing,0,None,None,None,text/html,HTTPS,OKAFOR-LT-15,j.okafor,31,TCP_MISS
2024-03-14 11:09:21,2747,m.chen,Finance,HQ-SanFrancisco,10.12.7.88,198.51.100.148,93.184.238.57,GET,2365,1509,3874,https://linkedin.com/assets/app.js,,linkedin.com,Social Networking,Social,Business Use,Allowed,Allowed,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",,None,None,General Browsing,General Browsing,0,None,None,None,text/html,HTTPS,CHEN-LT-28,m.chen,209,TCP_MISS
2024-03-14 11:09:31,1906,d.kim,Sales,HQ-SanFrancisco,10.12.7.23,198.51.100.107,93.184.97.70,GET,771,57796,58567,https://slack.com/,,slack.com,Instant Messaging,Business,Business Use,Allowed,Allowed,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",,None,None,General Browsing,General Browsing,0,None,None,None,text/html,HTTPS,KIM-LT-27,d.kim,14,TCP_HIT
2024-03-14 11:09:59,3143,j.okafor,Engineering,HQ-SanFrancisco,10.12.4.55,198.51.100.144,93.184.103.194,GET,412,138,550,https://cdn-telemetry-sync.net/v1/ping,,cdn-telemetry-sync.net,Uncategorized,Uncategorized,Business Use,Allowed,Allowed,200,curl/8.4.0,,None,None,General Browsing,General Browsing,40,None,None,None,text/html,HTTPS,OKAFOR-LT-24,j.okafor,60,TCP_MISS
2024-03-14 11:10:22,2159,m.chen,Finance,HQ-SanFrancisco,10.12.7.88,198.51.100.160,93.184.19.6,GET,763,78801,79564,https://slack.com/api/v2/items,,slack.com,Instant Messaging,Business,Business Use,Allowed,Allowed,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",,None,None,General Browsing,General Browsing,0,None,None,None,text/html,HTTPS,CHEN-LT-40,m.chen,59,TCP_MISS
2024-03-14 11:10:31,1403,m.chen,Finance,HQ-SanFrancisco,10.12.7.88,198.51.100.4,93.184.146.186,GET,1309,1080,2389,https://salesforce.com/api/v2/items,,salesforce.com,Business Applications,Business,Business Use,Allowed,Allowed,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",,None,None,General Browsing,General Browsing,0,None,None,None,text/html,HTTPS,CHEN-LT-04,m.chen,25,TCP_MISS
2024-03-14 11:10:31,2448,a.rivera,Engineering,HQ-SanFrancisco,10.12.4.31,198.51.100.49,93.184.246.181,GET,2334,11880,14214,https://news.ycombinator.com/api/v2/items,,news.ycombinator.com,News and Media,News,Business Use,Allowed,Allowed,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",,None,None,General Browsing,General Browsing,0,None,None,None,text/html,HTTPS,RIVERA-LT-09,a.rivera,4,TCP_HIT
2024-03-14 11:10:40,2098,a.rivera,Engineering,HQ-SanFrancisco,10.12.4.31,198.51.100.99,93.184.211.147,GET,350,30815,31165,https://docs.google.com/api/v2/items,,docs.google.com,Web Based Productivity,Business,Business Use,Allowed,Allowed,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",,None,None,General Browsing,General Browsing,0,None,None,None,text/html,HTTPS,RIVERA-LT-19,a.rivera,13,TCP_HIT
2024-03-14 11:10:54,1590,d.kim,Sales,HQ-SanFrancisco,10.12.7.23,198.51.100.191,93.184.33.76,GET,710,81580,82290,https://news.ycombinator.com/api/v2/items,,news.ycombinator.com,News and Media,News,Business Use,Allowed,Allowed,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",,None,None,General Browsing,General Browsing,0,None,None,None,text/html,HTTPS,KIM-LT-31,d.kim,8,TCP_HIT
2024-03-14 11:10:55,2963,d.kim,Sales,HQ-SanFrancisco,10.12.7.23,198.51.100.164,93.184.219.199,GET,1497,14420,15917,https://linkedin.com/,,linkedin.com,Social Networking,Social,Business Use,Allowed,Allowed,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",,None,None,General Browsing,General Browsing,0,None,None,None,text/html,HTTPS,KIM-LT-04,d.kim,16,TCP_MISS
2024-03-14 11:11:01,3144,j.okafor,Engineering,HQ-SanFrancisco,10.12.4.55,198.51.100.145,93.184.81.198,GET,412,138,550,https://cdn-telemetry-sync.net/v1/ping,,cdn-telemetry-sync.net,Uncategorized,Uncategorized,Business Use,Allowed,Allowed,200,curl/8.4.0,,None,None,General Browsing,General Browsing,40,None,None,None,text/html,HTTPS,OKAFOR-LT-25,j.okafor,82,TCP_MISS
2024-03-14 11:11:24,2594,m.chen,Finance,HQ-SanFrancisco,10.12.7.88,198.51.100.195,93.184.77.84,GET,375,57576,57951,https://news.ycombinator.com/,,news.ycombinator.com,News and Media,News,Business Use,Allowed,Allowed,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",,None,None,General Browsing,General Browsing,0,None,None,None,text/html,HTTPS,CHEN-LT-35,m.chen,136,TCP_MISS
2024-03-14 11:11:37,1505,d.kim,Sales,HQ-SanFrancisco,10.12.7.23,198.51.100.106,93.184.196.154,GET,1130,88989,90119,https://linkedin.com/search,,linkedin.com,Social Networking,Social,Business Use,Allowed,Allowed,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",,None,None,General Browsing,General Browsing,0,None,None,None,text/html,HTTPS,KIM-LT-26,d.kim,67,TCP_MISS
2024-03-14 11:11:38,2955,m.chen,Finance,HQ-SanFrancisco,10.12.7.88,198.51.100.156,93.184.91.162,GET,1534,55316,56850,https://salesforce.com/assets/app.js,,salesforce.com,Business Applications,Business,Business Use,Allowed,Allowed,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",,None,None,General Browsing,General Browsing,0,None,None,None,text/html,HTTPS,CHEN-LT-36,m.chen,4,TCP_HIT
2024-03-14 11:11:41,2719,j.okafor,Engineering,HQ-SanFrancisco,10.12.4.55,198.51.100.120,93.184.80.152,GET,2093,11908,14001,https://slack.com/search,,slack.com,Instant Messaging,Business,Business Use,Allowed,Allowed,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",,None,None,General Browsing,General Browsing,0,None,None,None,text/html,HTTPS,OKAFOR-LT-40,j.okafor,8,TCP_HIT
2024-03-14 11:12:00,3145,j.okafor,Engineering,HQ-SanFrancisco,10.12.4.55,198.51.100.146,93.184.6.70,GET,412,138,550,https://cdn-telemetry-sync.net/v1/ping,,cdn-telemetry-sync.net,Uncategorized,Uncategorized,Business Use,Allowed,Allowed,200,curl/8.4.0,,None,None,General Browsing,General Browsing,40,None,None,None,text/html,HTTPS,OKAFOR-LT-26,j.okafor,38,TCP_MISS
2024-03-14 11:12:00,3914,l.novak,HR,HQ-SanFrancisco,10.12.9.14,198.51.100.115,93.184.24.239,GET,340,0,340,https://malware-delivery.tk/payload/update.bin,,malware-delivery.tk,Malware,Security Risk,Suspicious Destination,Blocked,Blocked - Malicious Content,403,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",Win32.Trojan.Emotet,Malware,Malware & Virus,General Browsing,General Browsing,95,None,None,None,text/html,HTTPS,NOVAK-LT-35,l.novak,11,TCP_MISS
2024-03-14 11:12:07,2405,d.kim,Sales,HQ-SanFrancisco,10.12.7.23,198.51.100.6,93.184.1.241,GET,1286,41947,43233,https://slack.com/assets/app.js,,slack.com,Instant Messaging,Business,Business Use,Allowed,Allowed,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",,None,None,General Browsing,General Browsing,0,None,None,None,text/html,HTTPS,KIM-LT-06,d.kim,7,TCP_HIT
2024-03-14 11:12:40,1510,l.novak,HR,HQ-SanFrancisco,10.12.9.14,198.51.100.111,93.184.105.167,GET,509,62348,62857,https://github.com/search,,github.com,Professional Services,Information Technology,Business Use,Allowed,Allowed,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",,None,None,General Browsing,General Browsing,0,None,None,None,text/html,HTTPS,NOVAK-LT-31,l.novak,10,TCP_HIT
2024-03-14 11:12:47,1335,j.okafor,Engineering,HQ-SanFrancisco,10.12.4.55,198.51.100.136,93.184.184.162,GET,417,87395,87812,https://github.com/assets/app.js,,github.com,Professional Services,Information Technology,Business Use,Allowed,Allowed,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",,None,None,General Browsing,General Browsing,0,None,None,None,text/html,HTTPS,OKAFOR-LT-16,j.okafor,56,TCP_MISS
2024-03-14 11:13:00,3146,j.okafor,Engineering,HQ-SanFrancisco,10.12.4.55,198.51.100.147,93.184.187.62,GET,412,138,550,https://cdn-telemetry-sync.net/v1/ping,,cdn-telemetry-sync.net,Uncategorized,Uncategorized,Business Use,Allowed,Allowed,200,curl/8.4.0,,None,None,General Browsing,General Browsing,40,None,None,None,text/html,HTTPS,OKAFOR-LT-27,j.okafor,86,TCP_MISS
2024-03-14 11:13:06,1472,d.kim,Sales,HQ-SanFrancisco,10.12.7.23,198.51.100.73,93.184.117.129,GET,906,31629,32535,https://github.com/assets/app.js,,github.com,Professional Services,Information Technology,Business Use,Allowed,Allowed,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",,None,None,General Browsing,General Browsing,0,None,None,None,text/html,HTTPS,KIM-LT-33,d.kim,19,TCP_MISS
2024-03-14 11:13:34,1297,s.patel,Marketing,HQ-SanFrancisco,10.12.4.102,198.51.100.98,93.184.191.219,GET,614,13208,13822,https://outlook.office365.com/search,,outlook.office365.com,Webmail,Business,Business Use,Allowed,Allowed,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",,None,None,General Browsing,General Browsing,0,None,None,None,text/html,HTTPS,PATEL-LT-18,s.patel,3,TCP_HIT
2024-03-14 11:13:50,2777,l.novak,HR,HQ-SanFrancisco,10.12.9.14,198.51.100.178,93.184.198.86,GET,546,25584,26130,https://stackoverflow.com/api/v2/items,,stackoverflow.com,Professional Services,Information Technology,Business Use,Allowed,Allowed,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",,None,None,General Browsing,General Browsing,0,None,None,None,text/html,HTTPS,NOVAK-LT-18,l.novak,5,TCP_HIT
2024-03-14 11:13:55,2874,d.kim,Sales,HQ-SanFrancisco,10.12.7.23,198.51.100.75,93.184.199.60,GET,883,85085,85968,https://linkedin.com/assets/app.js,,linkedin.com,Social Networking,Social,Business Use,Allowed,Allowed,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",,None,None,General Browsing,General Browsing,0,None,None,None,text/html,HTTPS,KIM-LT-35,d.kim,52,TCP_MISS
2024-03-14 11:13:58,2064,s.patel,Marketing,HQ-SanFrancisco,10.12.4.102,198.51.100.65,93.184.81.35,GET,478,75067,75545,https://github.com/search,,github.com,Professional Services,Information Technology,Business Use,Allowed,Allowed,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",,None,None,General Browsing,General Browsing,0,None,None,None,text/html,HTTPS,PATEL-LT-25,s.patel,157,TCP_MISS
2024-03-14 11:14:00,3147,j.okafor,Engineering,HQ-SanFrancisco,10.12.4.55,198.51.100.148,93.184.95.29,GET,412,138,550,https://cdn-telemetry-sync.net/v1/ping,,cdn-telemetry-sync.net,Uncategorized,Uncategorized,Business Use,Allowed,Allowed,200,curl/8.4.0,,None,None,General Browsing,General Browsing,40,None,None,None,text/html,HTTPS,OKAFOR-LT-28,j.okafor,56,TCP_MISS
2024-03-14 11:14:19,1411,l.novak,HR,HQ-SanFrancisco,10.12.9.14,198.51.100.12,93.184.186.168,GET,1140,51744,52884,https://stackoverflow.com/api/v2/items,,stackoverflow.com,Professional Services,Information Technology,Business Use,Allowed,Allowed,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",,None,None,General Browsing,General Browsing,0,None,None,None,text/html,HTTPS,NOVAK-LT-12,l.novak,30,TCP_MISS
2024-03-14 11:14:37,2183,s.patel,Marketing,HQ-SanFrancisco,10.12.4.102,198.51.100.184,93.184.220.104,GET,625,21922,22547,https://aws.amazon.com/api/v2/items,,aws.amazon.com,Professional Services,Information Technology,Business Use,Allowed,Allowed,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",,None,None,General Browsing,General Browsing,0,None,None,None,text/html,HTTPS,PATEL-LT-24,s.patel,6,TCP_HIT
2024-03-14 11:14:48,1447,j.okafor,Engineering,HQ-SanFrancisco,10.12.4.55,198.51.100.48,93.184.13.140,GET,2442,41829,44271,https://slack.com/search,,slack.com,Instant Messaging,Business,Business Use,Allowed,Allowed,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",,None,None,General Browsing,General Browsing,0,None,None,None,text/html,HTTPS,OKAFOR-LT-08,j.okafor,31,TCP_MISS
2024-03-14 11:15:01,3148,j.okafor,Engineering,HQ-SanFrancisco,10.12.4.55,198.51.100.149,93.184.230.145,GET,412,138,550,https://cdn-telemetry-sync.net/v1/ping,,cdn-telemetry-sync.net,Uncategorized,Uncategorized,Business Use,Allowed,Allowed,200,curl/8.4.0,,None,None,General Browsing,General Browsing,40,None,None,None,text/html,HTTPS,OKAFOR-LT-29,j.okafor,101,TCP_MISS
2024-03-14 11:15:02,1453,a.rivera,Engineering,HQ-SanFrancisco,10.12.4.31,198.51.100.54,93.184.155.191,GET,1135,1983,3118,https://salesforce.com/api/v2/items,,salesforce.com,Business Applications,Business,Business Use,Allowed,Allowed,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",,None,None,General Browsing,General Browsing,0,None,None,None,text/html,HTTPS,RIVERA-LT-14,a.rivera,53,TCP_MISS
2024-03-14 11:15:20,2487,l.novak,HR,HQ-SanFrancisco,10.12.9.14,198.51.100.88,93.184.176.50,GET,526,42530,43056,https://stackoverflow.com/assets/app.js,,stackoverflow.com,Professional Services,Information Technology,Business Use,Allowed,Allowed,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",,None,None,General Browsing,General Browsing,0,None,None,None,text/html,HTTPS,NOVAK-LT-08,l.novak,35,TCP_MISS
2024-03-14 11:15:26,2875,j.okafor,Engineering,HQ-SanFrancisco,10.12.4.55,198.51.100.76,93.184.126.51,GET,440,28957,29397,https://docs.google.com/,,docs.google.com,Web Based Productivity,Business,Business Use,Allowed,Allowed,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",,None,None,General Browsing,General Browsing,0,None,None,None,text/html,HTTPS,OKAFOR-LT-36,j.okafor,6,TCP_HIT
2024-03-14 11:15:30,1767,a.rivera,Engineering,HQ-SanFrancisco,10.12.4.31,198.51.100.168,93.184.196.158,GET,1090,52462,53552,https://github.com/api/v2/items,,github.com,Professional Services,Information Technology,Business Use,Allowed,Allowed,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",,None,None,General Browsing,General Browsing,0,None,None,None,text/html,HTTPS,RIVERA-LT-08,a.rivera,25,TCP_MISS
2024-03-14 11:15:38,2463,m.chen,Finance,HQ-SanFrancisco,10.12.7.88,198.51.100.64,93.184.14.38,GET,2335,78564,80899,https://aws.amazon.com/,,aws.amazon.com,Professional Services,Information Technology,Business Use,Allowed,Allowed,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",,None,None,General Browsing,General Browsing,0,None,None,None,text/html,HTTPS,CHEN-LT-24,m.chen,53,TCP_MISS
2024-03-14 11:15:43,1371,d.kim,Sales,HQ-SanFrancisco,10.12.7.23,198.51.100.172,93.184.192.4,GET,1304,83653,84957,https://docs.google.com/,,docs.google.com,Web Based Productivity,Business,Business Use,Allowed,Allowed,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",,None,None,General Browsing,General Browsing,0,None,None,None,text/html,HTTPS,KIM-LT-12,d.kim,63,TCP_MISS
2024-03-14 11:15:49,1243,j.okafor,Engineering,HQ-SanFrancisco,10.12.4.55,198.51.100.44,93.184.109.244,GET,1561,14879,16440,https://stackoverflow.com/assets/app.js,,stackoverflow.com,Professional Services,Information Technology,Business Use,Allowed,Allowed,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",,None,None,General Browsing,General Browsing,0,None,None,None,text/html,HTTPS,OKAFOR-LT-04,j.okafor,14,TCP_HIT
2024-03-14 11:15:53,1835,d.kim,Sales,HQ-SanFrancisco,10.12.7.23,198.51.100.36,93.184.58.95,GET,819,76092,76911,https://stackoverflow.com/assets/app.js,,stackoverflow.com,Professional Services,Information Technology,Business Use,Allowed,Allowed,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",,None,None,General Browsing,General Browsing,0,None,None,None,text/html,HTTPS,KIM-LT-36,d.kim,19,TCP_HIT
